Obs#,Time,Date,configName,configAuthor,remark,Observation,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044225_f07,4:42:25,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,585.41748,204.797028,0.650169,7.168276,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,411.281342,527.566528,555.337402,567.390198,572.872986,575.704712,577.415588,578.631165,579.601379,580.409302,581.157104,581.771851,582.322571,582.845093,583.258484,583.61969,583.962708,584.233032,584.459045,584.647156,584.862488,584.956177,585.07666,585.194702,585.249756,585.315247,585.355286,585.375671,585.414307,585.41748,585.488342,585.632446,585.663208,585.854187,585.78656,585.986145,585.974365,586.12384,586.148499,586.291931,586.470337,586.40741,586.559082,586.549744,586.663818,586.816528,586.783997,586.886292,587.023621,586.951721,587.100159,587.134827,587.122681,587.237854,587.310791,587.440247,587.374817,587.485291,587.614075,587.693787,584.31604,584.184753,584.058899,583.939087,583.802124,583.714844,583.591797,583.465576,583.348267,583.172668,583.077209,582.884094,582.748901,582.620483,582.458862,582.255371,582.088013,581.903076,581.713928,581.50293,581.320862,581.017944,580.781555,580.538391,580.338806,580.162903,579.995483,579.851013,579.76593,579.620728,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
6,4:42:47,7/14/2026,Auto gsw+F,LI-COR Default,,006,,,-0.068868,2.186584,-0.071108,-0.383814,3.290731,3.305778,3.750208,0.459478,37.291794,37.122051,42.305325,0.441786,7.5,PSF-00548_20260714044247_8ca,0,0,0,180.708282,565.186157,0.680268,0.5,0.8,0.18018,1,86.9,87.29,27.96,27.8,27.8,88.65,96.2,95.6,0.6,1,4.091,4:40:34,7/14/2026,-0.24,1,0.007,0.003,-0.001,-1.225,-2.833,-10.352,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,565.186157,25,8.381461,565.425415,577.181458,-11.756042,2.517124,2.500379,1.186803,0.789199,0.242403,-0.001501,0.31073,0.107797,180.708282,0.000224,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044247_8ca,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044247_8ca,4:42:47,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,565.186157,180.708282,0.680268,7.340523,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,384.53006,502.388824,534.783813,548.164856,553.770325,556.822327,558.705566,560.019836,561.00116,561.720703,562.371277,562.777893,563.178772,563.50885,563.764221,563.973083,564.154358,564.273132,564.431213,564.503784,564.648987,564.702271,564.785217,564.871765,564.912903,564.977661,565.024475,565.078125,565.13855,565.186157,565.255188,565.53949,565.565918,565.926453,566.008667,566.29303,566.335938,566.589844,566.632019,566.871277,567.167053,567.118042,567.357666,567.383789,567.611938,567.797913,567.804688,567.971375,568.175903,568.178406,568.367249,568.458435,568.444519,568.658325,568.811401,568.937683,568.9151,569.038147,569.174744,569.267395,565.425415,565.293457,565.146118,565.039185,564.889648,564.723755,564.584595,564.450134,564.316772,564.160828,564.056763,563.871887,563.707703,563.589355,563.380127,563.184875,563.00531,562.831177,562.680237,562.4646,562.304016,562.133057,561.963928,561.829468,561.649536,561.462158,561.272278,561.047668,560.854187,560.656433,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
7,4:44:12,7/14/2026,Auto gsw+F,LI-COR Default,,007,,,-0.067039,2.287107,-0.069063,-0.432795,3.248946,3.264862,3.782186,0.53324,36.846336,36.666718,42.684711,0.441786,7.5,PSF-00548_20260714044412_0a5,0,0,0,179.572815,517.767212,0.653178,0.5,0.8,0.324292,1,84.59,85.01,28.21,27.94,27.94,88.61,102.5,102.1,0.4,1,4.087,4:43:41,7/14/2026,-0.21,1,-0.003,-0.001,-0.013,0.621,0.498,-1.901,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,517.767212,25,3.916197,516.330627,523.371948,-7.041321,2.513998,2.497205,1.23326,0.803541,0.24009,-0.002611,0.316729,0.108305,179.572815,0.000224,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044412_0a5,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044412_0a5,4:44:12,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,517.767212,179.572815,0.653178,7.919567,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,358.450043,469.466675,497.620941,507.524719,511.442902,513.403076,514.571045,515.331055,515.897522,516.296631,516.661072,516.882446,517.101624,517.300842,517.440674,517.527222,517.611633,517.686035,517.73645,517.733582,517.767212,517.695312,517.682068,517.68457,517.681702,517.665955,517.65741,517.589111,517.552246,517.540833,517.539001,517.697083,517.687073,517.863037,517.816162,518.001465,517.987122,518.144104,518.146606,518.30719,518.504639,518.435242,518.586182,518.566162,518.675903,518.818237,518.809326,518.942017,519.090027,519.028564,519.180542,519.207336,519.132996,519.227722,519.222046,519.248474,519.158386,519.200928,519.275635,519.32074,516.330627,516.187561,516.049133,515.891052,515.737305,515.614624,515.470886,515.341736,515.189026,515.009888,514.868958,514.654785,514.468445,514.315369,514.117249,513.917297,513.694153,513.490295,513.263916,513.00177,512.775391,512.491455,512.27832,512.047668,511.81842,511.59668,511.436462,511.248352,511.092773,510.85495,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
8,4:44:27,7/14/2026,Auto gsw+F,LI-COR Default,,008,,,-0.036338,2.291099,-0.036923,-0.232905,3.250409,3.258952,3.787128,0.536718,36.779957,36.68354,42.740849,0.441786,7.5,PSF-00548_20260714044427_f80,0,0,0,167.988541,486.886017,0.654974,0.5,0.8,0.205698,1,84.42,84.64,28.25,27.97,27.97,88.61,102.8,102.3,0.5,1,4.085,4:43:41,7/14/2026,-0.21,1,0,0.001,0.007,-1.748,-1.951,12.134,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,486.886017,25,3.832564,486.560211,492.371063,-5.810852,2.513502,2.496967,1.235177,0.80391,0.239688,-0.002841,0.317703,0.107905,167.988541,0.000225,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044427_f80,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044427_f80,4:44:27,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,486.886017,167.988541,0.654974,7.463499,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,350.75354,450.461975,468.995331,475.136169,477.570892,478.842255,479.698425,480.358246,480.975159,481.489777,482.018341,482.470764,482.919586,483.295807,483.655212,483.997467,484.306091,484.573608,484.849335,485.073578,485.35144,485.53418,485.768799,485.978729,486.169342,486.322052,486.481903,486.624603,486.77301,486.886017,487.022278,487.249725,487.315521,487.576965,487.625244,487.828369,487.874878,488.045441,488.057983,488.208893,488.388428,488.350159,488.497498,488.486053,488.592621,488.683807,488.641968,488.709198,488.800751,488.732086,488.858704,488.866577,488.837585,488.876953,488.899475,488.953461,488.898407,488.963837,489.041077,489.086151,486.560211,486.343872,486.155762,485.97229,485.754852,485.562073,485.379333,485.191589,485.058197,484.89798,484.781372,484.585419,484.434143,484.27356,484.106537,483.945618,483.777527,483.579041,483.411316,483.188507,483.028656,482.790466,482.599152,482.431061,482.250824,482.105957,481.930725,481.693634,481.491577,481.268402,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
9,4:44:44,7/14/2026,Auto gsw+F,LI-COR Default,,009,,,-0.030021,2.318698,-0.030414,-0.194767,3.25389,3.26091,3.798712,0.544822,36.803085,36.723858,42.872803,0.441786,7.5,PSF-00548_20260714044444_42f,0,0,0,171.250458,514.372925,0.667069,0.5,0.8,0.077918,1,84.28,84.46,28.3,28.02,28.02,88.6,104.6,103.7,0.8,0,4.086,4:43:41,7/14/2026,-0.21,1,0.001,0,0.009,-2.676,-4.257,0.577,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,514.372925,25,3.967104,514.286743,520.050537,-5.763794,2.513246,2.496768,1.24859,0.807125,0.239241,-0.002783,0.318875,0.107471,171.250458,0.000224,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044444_42f,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044444_42f,4:44:44,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,514.372925,171.250458,0.667069,6.970375,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,359.040131,469.099396,491.366028,499.229187,502.440338,504.130829,505.23056,506.117462,506.917114,507.630951,508.334747,508.944855,509.523163,510.072113,510.544891,511.016602,511.470428,511.832703,512.194275,512.481445,512.767578,512.977112,513.21283,513.435242,513.605469,513.793213,513.960571,514.118652,514.260315,514.372925,514.526001,514.742737,514.840698,515.117188,515.2005,515.43866,515.521301,515.706909,515.750549,515.905762,516.107788,516.077026,516.228333,516.24762,516.342773,516.424316,516.356689,516.354553,516.407837,516.307739,516.405701,516.460754,516.38855,516.518005,516.569153,516.617432,516.585938,516.642822,516.708618,516.725403,514.286743,514.071472,513.879395,513.712402,513.553589,513.401245,513.244263,513.115173,512.973206,512.849792,512.778625,512.579773,512.444275,512.332703,512.149231,512.025452,511.897095,511.770844,511.66748,511.512634,511.423584,511.24942,511.124969,511.000885,510.837799,510.709778,510.565643,510.452637,510.35498,510.213745,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
10,4:45:16,7/14/2026,Auto gsw+F,LI-COR Default,,010,,,-0.035545,2.340392,-0.036093,-0.235725,3.233891,3.24227,3.789493,0.555603,36.601395,36.506794,42.778889,0.441786,7.5,PSF-00548_20260714044516_615,0,0,0,174.836044,486.140015,0.640359,0.5,0.8,0.231252,1,83.35,83.56,28.38,27.98,27.98,88.58,106.1,105.3,0.7,1,4.084,4:43:41,7/14/2026,-0.21,1,0.002,0.003,-0.005,-2.116,-4.746,-7.794,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,486.140015,25,4.548897,486.2995,492.650238,-6.350739,2.512018,2.495502,1.259337,0.810546,0.238427,-0.004246,0.321252,0.108008,174.836044,0.000225,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044516_615,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
