TIMESTAMP,TotalSapFlow_L_hr,Vh_Outer_cm_hr,Vh_Inner_cm_hr,Dendro_um,TDR315_VWC,SWC_Outer_percent,SWC_Inner_percent,radiation_mtn1300_PAR,humidity_mtn_100,humidity_mtn_300,humidity_mtn_700,humidity_mtn_1300,temperature_mtn_100,temperature_mtn_300,temperature_mtn_700,temperature_mtn_1300,VPD_1m,VPD_3m,VPD_7m,VPD_13m
11/5/2021 19:00,2.185,2.99,4.43, ,46.5,47.36,46.86,-4.04684,88,83.9,81.9,78.82,22.48,23.79,23.27,23.53,0.33,0.47,0.52,0.61
11/5/2021 19:15,1.556,2.17,3.11, ,46.5,49.68,  ,-4.375585,88.3,84.2,82.7,80.3,22.21,23.57,22.93,23.02,0.31,0.46,0.48,0.55
11/5/2021 19:30,1.051,1.56,2, ,46.4,51.33,  ,-3.553723,88.4,84.1,83,81,21.98,23.4,22.68,22.64,0.31,0.46,0.47,0.52
11/5/2021 19:45,0.644,1.07,1.1, ,46.7,52.98,  ,-4.539958,88.3,84.1,83,81.6,21.78,23.19,22.47,22.3,0.31,0.45,0.46,0.5
11/5/2021 20:00,0.325,0.68,0.4, ,46.9,53.86,  ,-4.70433,88.1,84,83,81.6,21.61,22.99,22.25,22.11,0.31,0.45,0.46,0.49
11/5/2021 20:15,0.017,0.3,-0.27, ,46.5,55.06,  ,-4.539958,87.9,83.8,82.9,81.8,21.43,22.8,22.04,21.86,0.31,0.45,0.45,0.48
11/5/2021 20:30,-0.232,0,-0.82, ,46.5,55.49,  ,-4.539958,89,84.9,84.4,83.4,21.35,22.64,21.91,21.79,0.28,0.42,0.41,0.43
11/5/2021 20:45,-0.399,-0.1,-1.3, ,46.7,55.7,  ,-4.70433,89.2,85.9,84.4,83.1,21.38,22.52,22.04,21.93,0.27,0.38,0.41,0.44
11/5/2021 21:00,-0.514,-0.29,-1.5, ,46.9,56.47,  ,-4.868703,88.8,86.1,83.7,82.3,21.45,22.47,22.18,22.09,0.29,0.38,0.44,0.47
11/5/2021 21:15,-0.626,-0.44,-1.73, ,47,56.63,  ,-5.033075,88.6,86.2,83.3,81.7,21.5,22.47,22.28,22.18,0.29,0.38,0.45,0.49
11/5/2021 21:30,-0.69,-0.48,-1.91, ,46.7,57.06,  ,-4.70433,88.4,86,83,81.3,21.5,22.5,22.31,22.24,0.3,0.38,0.46,0.5
11/5/2021 21:45,-0.784,-0.6,-2.11, ,47,57.54,  ,-4.375585,88.3,85.9,82.9,81,21.49,22.5,22.3,22.24,0.3,0.38,0.46,0.51
11/5/2021 22:00,-0.932,-0.75,-2.47, ,46.9,58.12,  ,-4.211213,88.2,85.7,82.7,80.9,21.45,22.47,22.24,22.2,0.3,0.39,0.46,0.51
11/5/2021 22:15,-0.915,-0.72,-2.44, ,47.1,57.9,  ,-5.033075,88.1,85.7,82.8,80.8,21.44,22.46,22.22,22.19,0.3,0.39,0.46,0.51
11/5/2021 22:30,-0.927,-0.75,-2.45, ,47,58.04,  ,-4.375585,88,85.5,82.7,80.7,21.4,22.43,22.17,22.15,0.31,0.39,0.46,0.51
11/5/2021 22:45,-0.983,-0.83,-2.56, ,47,58.14,  ,-4.70433,87.9,85.5,82.8,80.7,21.4,22.39,22.13,22.1,0.31,0.39,0.46,0.51
11/5/2021 23:00,-1.018,-0.87,-2.64, ,47.2,58.4,  ,-4.211213,88.1,85.7,82.8,80.8,21.36,22.36,22.12,22.05,0.3,0.39,0.46,0.51
11/5/2021 23:15,-1.065,-0.95,-2.72, ,47.2,59.05,  ,-4.868703,88.1,85.6,82.7,80.8,21.32,22.33,22.08,22.02,0.3,0.39,0.46,0.51
11/5/2021 23:30,-1.1,-0.98,-2.81, ,47.1,59.02,  ,-5.197448,88.1,85.6,82.8,80.9,21.28,22.29,22.03,21.99,0.3,0.39,0.46,0.5
11/5/2021 23:45,-1.113,-1.02,-2.81, ,47.4,59.24,  ,-4.211213,88.1,85.8,82.9,80.8,21.28,22.27,22.03,21.96,0.3,0.38,0.45,0.51
11/6/2021 0:00,-1.132,-1.02,-2.88, ,47.5,59.57,  ,-4.868703,88.1,85.8,83,81.1,21.26,22.26,21.98,21.9,0.3,0.38,0.45,0.5
11/6/2021 0:15,-1.198,-1.14,-2.98, ,47.4,59.72,  ,-4.211213,88.1,85.8,83.2,81.2,21.22,22.22,21.94,21.85,0.3,0.38,0.44,0.49
11/6/2021 0:30,-1.255,-1.14,-3.18, ,47.5,59.77,  ,-5.033075,88.1,85.8,82.9,81.1,21.21,22.21,21.9,21.83,0.3,0.38,0.45,0.49
11/6/2021 0:45,-1.198,-1.14,-2.98, ,47.7,59.36,  ,-4.04684,88,85.9,83.1,81.3,21.19,22.15,21.87,21.76,0.3,0.38,0.44,0.49
11/6/2021 1:00,-1.206,-1.1,-3.05, ,47.9,59.65,  ,-4.70433,88,85.9,82.9,81.3,21.17,22.14,21.88,21.73,0.3,0.38,0.45,0.49
11/6/2021 1:15,-1.245,-1.18,-3.1, ,48,59.89,  ,-3.718095,88.1,85.9,83,81.3,21.11,22.11,21.83,21.68,0.3,0.38,0.44,0.48
11/6/2021 1:30,-1.256,-1.18,-3.14, ,48.2,59.86,  ,-3.882468,88.1,85.9,83.1,81.5,21.11,22.08,21.78,21.64,0.3,0.37,0.44,0.48
11/6/2021 1:45,-1.256,-1.18,-3.14, ,48.2,60,  ,-4.375585,88,85.9,83.1,81.5,21.04,22.05,21.76,21.6,0.3,0.37,0.44,0.48
11/6/2021 2:00,-1.312,-1.25,-3.26, ,48.1,59.89,  ,-4.539958,88.1,85.9,83.1,81.5,21.03,22.01,21.73,21.55,0.3,0.37,0.44,0.48
11/6/2021 2:15,-1.329,-1.26,-3.31, ,48.5,60.39,  ,-4.539958,88,85.9,83.1,81.6,21,21.97,21.67,21.47,0.3,0.37,0.44,0.47
11/6/2021 2:30,-1.314,-1.25,-3.27, ,48.5,60.12,  ,-4.211213,88.1,85.9,83.2,81.9,20.92,21.93,21.64,21.41,0.29,0.37,0.43,0.46
11/6/2021 2:45,-1.329,-1.26,-3.31, ,48.8,60.17,  ,-4.539958,88.2,85.9,83.2,81.5,20.91,21.89,21.61,21.46,0.29,0.37,0.43,0.47
11/6/2021 3:00,-1.318,-1.26,-3.27, ,48.6,60.39,  ,-4.375585,88.2,86,83.1,81.5,20.89,21.86,21.57,21.41,0.29,0.37,0.44,0.47
11/6/2021 3:15,-1.329,-1.26,-3.31, ,49,60.41,  ,-4.539958,88.2,86,83.3,81.6,20.84,21.81,21.56,21.37,0.29,0.37,0.43,0.47
11/6/2021 3:30,-1.329,-1.26,-3.31, ,49,60.41,  ,-4.539958,88.2,86,83.1,81.5,20.8,21.77,21.53,21.34,0.29,0.36,0.43,0.47
11/6/2021 3:45,-1.364,-1.3,-3.39, ,49.3,60.55,  ,-4.375585,88.2,86,83.3,81.5,20.76,21.74,21.51,21.32,0.29,0.36,0.43,0.47
11/6/2021 4:00,-1.326,-1.25,-3.31, ,49.1,60.03,  ,-4.375585,88.2,86,83.2,81.6,20.75,21.71,21.45,21.29,0.29,0.36,0.43,0.47
11/6/2021 4:15,-1.329,-1.26,-3.31, ,49.3,60.51,  ,-4.539958,88.3,86.1,83.5,81.6,20.7,21.69,21.45,21.27,0.29,0.36,0.42,0.47
11/6/2021 4:30,-1.33,-1.3,-3.27, ,49.3,60.7,  ,-4.70433,88.3,86.1,83.3,81.3,20.69,21.64,21.44,21.28,0.29,0.36,0.43,0.47
11/6/2021 4:45,-1.315,-1.26,-3.26, ,49.4,60.7,  ,-4.375585,88.1,86.1,83.5,81.6,20.67,21.61,21.41,21.17,0.29,0.36,0.42,0.46
11/6/2021 5:00,-1.292,-1.26,-3.18, ,49.4,60.55,  ,-4.539958,88.2,86,83.5,81.8,20.68,21.58,21.36,21.08,0.29,0.36,0.42,0.45
11/6/2021 5:15,-1.283,-1.24,-3.17, ,49.5,61.01,  ,-4.375585,88,85.9,83.2,82.2,20.66,21.55,21.31,21.03,0.29,0.36,0.43,0.44
11/6/2021 5:30,-1.298,-1.28,-3.18, ,49.7,61.34,  ,-4.211213,87.7,85.2,83,81.7,20.52,21.42,21.02,20.94,0.3,0.38,0.42,0.45
11/6/2021 5:45,-1.292,-1.25,-3.19, ,49.7,61.77,  ,-4.375585,87.7,84.9,83.2,81.4,20.24,21.24,20.67,20.75,0.29,0.38,0.41,0.46
11/6/2021 6:00,-1.235,-1.13,-3.12, ,49.8,61.08,  ,-4.539958,87.8,84.8,83.4,81.6,19.99,21.02,20.4,20.5,0.29,0.38,0.4,0.44
11/6/2021 6:15,-1.21,-1.17,-2.99, ,49.8,61.56,  ,-4.868703,88.1,84.8,83.7,81.7,19.76,20.86,20.22,20.29,0.27,0.37,0.39,0.44
11/6/2021 6:30,-1.177,-1.1,-2.95, ,50.1,61.15,  ,-4.70433,88.1,84.8,83.6,81.9,19.59,20.72,20.04,20.08,0.27,0.37,0.38,0.43
11/6/2021 6:45,-1.153,-1.05,-2.92, ,50.1,60.77,  ,0.062472,88.3,84.9,83.8,82.1,19.45,20.6,19.89,19.91,0.26,0.37,0.38,0.42
11/6/2021 7:00,-1.078,-1.01,-2.7, ,50.3,61.1,  ,8.60984,88.5,84.9,84,82.3,19.33,20.48,19.76,19.77,0.26,0.36,0.37,0.41
11/6/2021 7:15,-0.898,-0.85,-2.24, ,50.4,60.48,  ,29.649517,88.6,85,83.9,82.4,19.21,20.36,19.66,19.69,0.25,0.36,0.37,0.4
11/6/2021 7:30,-0.772,-0.7,-1.96, ,50.4,59.72,  ,52.004174,88.5,85.2,83.9,82.3,19.15,20.28,19.65,19.63,0.26,0.35,0.37,0.4
11/6/2021 7:45,-0.799,-0.65,-2.11, ,50.3,58.64,  ,76.495672,89.3,86.2,84.5,82.8,19.22,20.26,19.87,19.69,0.24,0.33,0.36,0.39
11/6/2021 8:00,-0.866,-0.8,-2.18, ,50.5,58.45,  ,101.480289,90.1,88.4,86.1,85,19.39,20.36,20.23,20.15,0.22,0.28,0.33,0.35
11/6/2021 8:15,-0.674,-0.53,-1.8, ,50.4,57.35,  ,119.725633,90.8,89.6,87.4,85.5,19.67,20.61,20.68,20.79,0.21,0.25,0.31,0.36
11/6/2021 8:30,-0.68,-0.45,-1.91, ,50.5,56.75,  ,253.853573,91.7,90.7,88.3,85.8,20.03,21,21.09,21.43,0.19,0.23,0.29,0.36
11/6/2021 8:45,-0.583,-0.4,-1.62, ,50.4,56.23,  ,178.406607,93,91.6,89.4,86.5,20.38,21.43,21.57,22.1,0.17,0.21,0.27,0.36
11/6/2021 9:00,-0.488,-0.25,-1.45, ,50.5,55.22,  ,289.193655,93.8,92.3,89.9,87,20.73,21.87,22.22,22.84,0.15,0.2,0.27,0.36
11/6/2021 9:15,-0.462,-0.25,-1.36, ,50.5,54.63,  ,381.570986,94,93.1,89.5,86.8,21.15,22.35,22.89,23.67,0.15,0.19,0.29,0.39
11/6/2021 9:30,-0.426,-0.17,-1.32, ,50.5,54.43,  ,221.14345,94.1,93.9,89,86.1,21.7,22.86,23.68,24.49,0.15,0.17,0.32,0.43
11/6/2021 9:45,-0.494,-0.25,-1.47, ,50.5,54.39,  ,257.798512,94.3,94.3,89,86.5,22.25,23.38,24.37,25.18,0.15,0.16,0.34,0.43
11/6/2021 10:00,-0.501,-0.32,-1.42, ,50.7,54.65,  ,278.838189,94.2,94.8,89.1,87,22.81,23.98,25.07,25.78,0.16,0.15,0.35,0.43
11/6/2021 10:15,-0.075,0.04,-0.31, ,50.8,57.23,  ,270.29082,91.8,94.2,88.6,87.6,22.98,24.4,25.66,26.34,0.23,0.18,0.38,0.43
11/6/2021 10:30,-0.028,0.08,-0.19, ,50.7,56.23,  ,282.783128,91.6,92.2,86.5,86.1,22.29,24.49,25.9,26.69,0.23,0.24,0.45,0.49
11/6/2021 10:45,0.027,0.15,-0.07, ,50.6,55.49,  ,289.029283,92.5,91.8,85.6,86.4,22.21,24.62,26.11,27.02,0.2,0.25,0.49,0.49
11/6/2021 11:00,-0.028,0.08,-0.19, ,50.6,55.41,  ,305.630903,93,92,84.9,85.8,22.26,24.83,26.45,27.3,0.19,0.25,0.52,0.52
11/6/2021 11:15,-0.006,0.15,-0.19, ,50.7,55.01,  ,315.986368,93.2,92.2,83,84.3,22.4,25.09,27.09,27.53,0.18,0.25,0.61,0.58
11/6/2021 11:30,0.262,0.45,0.43, ,50.7,54.1,  ,345.737786,93.3,92,81,83.6,22.52,25.3,27.68,27.81,0.18,0.26,0.7,0.61
11/6/2021 11:45,1.026,1.36,2.13, ,50.7,51.73,  ,386.666533,93.4,92.1,81.3,83,22.65,25.49,27.85,28.11,0.18,0.26,0.7,0.65
11/6/2021 12:00,2.064,2.6,4.43, ,50.8,48.34,  ,566.161275,93.6,91.9,82.7,82.6,22.69,25.63,27.74,28.43,0.18,0.27,0.64,0.67
11/6/2021 12:15,3.41,4.38,7.23, ,50.7,43.77,40,725.273831,93.7,91.8,83.4,83.2,22.84,25.77,27.76,28.79,0.18,0.27,0.62,0.66
11/6/2021 12:30,5.034,6.88,10.22, ,50.7,38.73,35.26,514.548318,93.8,91.7,83.9,83.3,22.95,25.92,27.89,29.2,0.17,0.28,0.6,0.68
11/6/2021 12:45,6.478,9.22,12.75, ,50.6,34.43,32.15,608.240629,93.7,91.5,83.9,82.1,23.05,26.06,28.02,29.64,0.18,0.29,0.61,0.74
11/6/2021 13:00,7.46,10.94,14.33, ,50.6,31.41,30.96,342.450337,93.9,91.4,84,80.6,23.12,26.21,28.17,30.06,0.17,0.29,0.61,0.83
11/6/2021 13:15,7.913,11.74,15.05, ,50.4,30.03,31.15,405.73374,93.8,91.4,84,78.9,23.21,26.32,28.32,30.52,0.18,0.29,0.62,0.92
11/6/2021 13:30,7.942,11.98,14.89, ,50.3,29.55,31.89,847.40258,94,91.2,83.9,76.83,23.28,26.44,28.45,30.99,0.17,0.3,0.62,1.04
11/6/2021 13:45,7.746,11.86,14.33, ,50.3,29.4,32.94,827.184766,93.8,90.9,83.3,74.93,23.37,26.49,28.61,31.34,0.18,0.31,0.65,1.15
11/6/2021 14:00,7.781,11.8,14.52, ,50.4,30.03,34.4,298.727259,93.7,90.5,82.9,73.46,23.4,26.55,28.71,31.65,0.18,0.33,0.67,1.24
11/6/2021 14:15,7.723,11.66,14.47, ,49.9,30.65,35.81,288.371793,93.6,90.5,82.1,71.81,23.42,26.57,28.85,31.98,0.18,0.33,0.71,1.34
11/6/2021 14:30,7.703,11.63,14.43, ,50.1,31.46,37.41,433.183943,93.6,90.1,81.6,70.47,23.5,26.57,28.92,32.26,0.19,0.34,0.73,1.42
11/6/2021 14:45,7.793,11.6,14.78, ,49.8,32.01,38.75,216.541021,93.4,90,81,68.67,23.53,26.58,28.96,32.47,0.19,0.35,0.76,1.53
11/6/2021 15:00,7.809,11.7,14.73, ,49.6,32.68,39.66,207.664907,93.2,89.5,79.96,68.02,23.47,26.53,29.04,32.46,0.2,0.36,0.8,1.56
11/6/2021 15:15,7.762,11.51,14.77, ,49.9,33.04,40.43,422.99285,93.1,89.3,78.89,67.65,23.49,26.49,29.12,32.34,0.2,0.37,0.85,1.57
11/6/2021 15:30,7.779,11.51,14.83, ,49.7,33.18,40.95,197.966931,92.9,89.3,78.09,67.41,23.54,26.44,29.13,32.19,0.21,0.37,0.88,1.57
11/6/2021 15:45,7.756,11.5,14.76, ,49.6,33.33,41.05,348.860863,92.8,89.1,77.35,67.51,23.52,26.38,29.14,31.93,0.21,0.37,0.91,1.54
11/6/2021 16:00,7.894,11.68,15.05, ,49.7,33.21,40.88,176.105392,92.5,88.7,76.63,68.07,23.47,26.28,29.01,31.41,0.22,0.39,0.94,1.47
11/6/2021 16:15,7.984,11.77,15.27, ,49.4,33.01,40.47,118.575026,92.4,88.4,75.87,69.9,23.42,26.14,28.86,30.58,0.22,0.39,0.96,1.32
11/6/2021 16:30,8.391,12.35,16.07, ,49.4,32.56,39.37,165.092436,91.8,88.1,75.32,71.15,23.32,25.96,28.53,29.78,0.23,0.4,0.96,1.21
11/6/2021 16:45,8.696,12.51,16.97, ,49.4,31.39,36.19,76.824417,91.3,87.6,75.11,71.1,23.1,25.73,28.03,29.2,0.25,0.41,0.94,1.17
11/6/2021 17:00,8.763,12.58,17.13, ,49.4,30.07,32.78,54.962878,90.9,86.6,75.62,71.13,22.86,25.41,27.45,28.6,0.25,0.43,0.89,1.13
11/6/2021 17:15,8.198,11.9,15.88, ,49.3,28.9,30.31,17.979071,91,86.2,76.78,72.82,22.76,24.99,26.63,27.53,0.25,0.44,0.81,1
11/6/2021 17:30,7.832,11.28,15.27, ,49.1,30.46,30.22,-0.430646,90.8,86.7,79.62,75.76,23.04,24.83,25.83,26.4,0.26,0.42,0.68,0.83
11/6/2021 17:45,6.919,9.9,13.56, ,49.3,32.94,31.53,-4.04684,89.6,85.8,79.87,77.12,23.11,24.69,25.44,25.67,0.29,0.44,0.65,0.75
11/6/2021 18:00,5.924,8.33,11.77, ,49.1,36.05,34.04,-3.882468,89,85.1,78.84,77.28,23.02,24.48,25.03,25.09,0.31,0.46,0.67,0.72
11/6/2021 18:15,4.888,6.82,9.77, ,49.3,39.21,36.94,-4.868703,88.5,84.9,79.2,77.43,22.93,24.23,24.46,24.6,0.32,0.46,0.64,0.7
11/6/2021 18:30,3.888,5.4,7.8, ,49.4,42.46,40.11,-4.375585,88.5,85.2,80.7,77.63,22.73,23.95,23.77,24.19,0.32,0.44,0.57,0.68
11/6/2021 18:45,2.96,4.08,5.97, ,49.3,45.57,43.87,-4.70433,88.5,84.8,81.5,77.93,22.37,23.64,23.28,23.73,0.31,0.44,0.53,0.65
11/6/2021 19:00,2.172,3.04,4.33, ,49.3,48.24,  ,-4.70433,88.4,84.4,82,78.81,21.98,23.33,22.81,23.13,0.31,0.45,0.5,0.6
11/6/2021 19:15,1.561,2.26,3.03, ,49.3,51.09,  ,-4.211213,88.2,83.9,82.3,79.98,21.64,23.01,22.41,22.48,0.31,0.45,0.48,0.55
11/6/2021 19:30,1.053,1.61,1.95, ,49.3,52.12,  ,-4.375585,87.7,83.4,81.7,80.4,21.34,22.72,22.07,22,0.31,0.46,0.49,0.52
11/6/2021 19:45,0.672,1.15,1.11, ,49.4,53.1,  ,-4.539958,86.4,82.8,80.3,79.75,21.28,22.48,22,21.8,0.34,0.47,0.52,0.53
11/6/2021 20:00,0.337,0.72,0.4, ,49.3,54.29,  ,-4.868703,85,82.2,79.05,78.57,21.38,22.39,22.07,21.84,0.38,0.48,0.56,0.56
11/6/2021 20:15,0.076,0.42,-0.19, ,49.3,54.82,  ,-4.70433,84.3,81.8,78.62,77.7,21.4,22.36,22.06,21.94,0.4,0.49,0.57,0.59
11/6/2021 20:30,-0.166,0.11,-0.71, ,49.5,55.82,  ,-4.211213,84.5,82.2,78.83,77.82,21.48,22.34,22.14,22.05,0.4,0.48,0.56,0.59
11/6/2021 20:45,-0.342,-0.1,-1.1, ,49.5,56.63,  ,-4.539958,84.6,82.6,79.16,77.89,21.53,22.39,22.21,22.16,0.4,0.47,0.56,0.59
11/6/2021 21:00,-0.46,-0.18,-1.43, ,49.6,56.51,  ,-4.211213,85,83,79.37,78.33,21.57,22.4,22.28,22.17,0.39,0.46,0.55,0.58
11/6/2021 21:15,-0.652,-0.44,-1.82, ,49.6,57.35,  ,-4.04684,85.3,83.5,79.64,78.78,21.62,22.48,22.38,22.24,0.38,0.45,0.55,0.57
11/6/2021 21:30,-0.764,-0.59,-2.05, ,49.5,57.06,  ,-4.539958,86.4,84.5,80.4,79.53,21.77,22.59,22.63,22.37,0.35,0.42,0.54,0.55
11/6/2021 21:45,-0.775,-0.59,-2.09, ,49.6,57.4,  ,-5.033075,86.5,84.9,79.98,79.16,21.88,22.7,22.91,22.6,0.35,0.42,0.56,0.57
11/6/2021 22:00,-0.845,-0.67,-2.25, ,49.5,57.85,  ,-4.70433,86.4,84.7,79.47,78.76,22.01,22.86,23.11,22.81,0.36,0.43,0.58,0.59
11/6/2021 22:15,-0.933,-0.78,-2.44, ,49.4,57.78,  ,-4.375585,86.3,84.6,79.23,77.79,22.13,22.99,23.25,23.09,0.37,0.43,0.59,0.63
11/6/2021 22:30,-0.983,-0.93,-2.45, ,49.8,58.38,  ,-4.04684,86.2,84.5,79.03,77.37,22.23,23.1,23.35,23.31,0.37,0.44,0.6,0.65
11/6/2021 22:45,-1.066,-0.97,-2.7, ,49.7,58.93,  ,-4.868703,86,84.3,78.92,77,22.35,23.19,23.46,23.43,0.38,0.45,0.61,0.66
11/6/2021 23:00,-1.092,-1.01,-2.75, ,49.6,58.91,  ,-4.211213,86,84.2,78.93,77.04,22.39,23.27,23.52,23.45,0.38,0.45,0.61,0.66
11/6/2021 23:15,-1.158,-1.12,-2.86, ,49.6,58.88,  ,-4.375585,85.9,84.1,78.82,76.77,22.46,23.33,23.56,23.55,0.38,0.46,0.62,0.67
11/6/2021 23:30,-1.2,-1.21,-2.91, ,49.8,59.86,  ,-4.539958,85.8,84.1,78.84,76.93,22.49,23.36,23.58,23.52,0.39,0.46,0.62,0.67
11/6/2021 23:45,-1.221,-1.24,-2.95, ,49.7,60,  ,-4.70433,86,84,78.79,76.7,22.54,23.43,23.64,23.61,0.38,0.46,0.62,0.68
11/7/2021 0:00,-1.269,-1.36,-2.99, ,49.7,60.29,  ,-4.539958,85.8,83.9,78.61,76.61,22.54,23.45,23.68,23.63,0.39,0.46,0.63,0.68
11/7/2021 0:15,-1.27,-1.38,-2.97, ,49.7,61.2,  ,-4.375585,86.5,84,78.8,77.54,22.56,23.48,23.66,23.47,0.37,0.46,0.62,0.65
11/7/2021 0:30,-1.37,-1.52,-3.17, ,49.9,62.78,  ,-4.375585,90.2,87.6,83.4,81.5,22.43,23.5,23.39,23.32,0.27,0.36,0.48,0.53
11/7/2021 0:45,-1.424,-1.62,-3.25, ,49.8,62.54,  ,-4.211213,93.7,90.8,85.7,82.9,21.98,23.17,23.12,23.2,0.17,0.26,0.4,0.49
11/7/2021 1:00,-1.5,-1.7,-3.43, ,49.7,63.47,  ,-3.882468,95,92.1,85.5,82.8,21.8,22.94,23.2,23.17,0.13,0.22,0.41,0.49
11/7/2021 1:15,-1.585,-1.83,-3.59, ,49.9,64.04,  ,-4.211213,95.4,92.2,84.8,82.7,21.65,22.83,23.24,23.18,0.12,0.22,0.43,0.49
11/7/2021 1:30,-1.687,-1.91,-3.86, ,49.9,64.69,  ,-4.211213,95.9,93.2,86.9,84.3,21.63,22.82,23.17,23.11,0.11,0.19,0.37,0.44
11/7/2021 1:45,-1.688,-1.95,-3.82, ,49.7,64.62,  ,-4.211213,96.4,93.9,87.2,84.4,21.6,22.8,23.1,23.12,0.09,0.17,0.36,0.44
11/7/2021 2:00,-1.735,-2.02,-3.91, ,49.8,64.81,  ,-4.868703,96.6,94,86.4,83.8,21.59,22.79,23.18,23.2,0.09,0.17,0.39,0.46
11/7/2021 2:15,-1.761,-2.03,-3.99, ,49.9,65.05,  ,-4.70433,96.6,93.8,85.6,83.1,21.55,22.76,23.22,23.27,0.09,0.17,0.41,0.48
11/7/2021 2:30,-1.81,-2.05,-4.14, ,49.8,65.91,  ,-4.539958,96.7,94.1,87.3,84.5,21.52,22.79,23.14,23.17,0.08,0.16,0.36,0.44
11/7/2021 2:45,-1.774,-2.01,-4.06, ,49.9,65.79,  ,-4.211213,96.8,94.5,87.6,84.7,21.53,22.79,23.08,23.1,0.08,0.15,0.35,0.43
11/7/2021 3:00,-1.835,-2.05,-4.23, ,49.8,65.81,  ,-4.211213,96.9,94.6,87,84,21.52,22.77,23.16,23.21,0.08,0.15,0.37,0.46
11/7/2021 3:15,-1.81,-2.05,-4.14, ,49.9,65.81,  ,-4.375585,96.9,94.5,86.3,83.3,21.51,22.72,23.21,23.24,0.08,0.15,0.39,0.48
11/7/2021 3:30,-1.84,-2.04,-4.26, ,50.2,65.53,  ,-4.539958,96.9,94.4,85.9,82.7,21.49,22.69,23.22,23.32,0.08,0.15,0.4,0.5
11/7/2021 3:45,-1.821,-2.04,-4.19, ,50.1,65.53,  ,-4.539958,96.9,94.3,85.6,82.6,21.41,22.68,23.25,23.33,0.08,0.16,0.41,0.5
